1.408e+00,1.729e+00,1.608e+00
1.288e+00,1.591e+00,1.391e+00
1.045e+00,1.218e+00,1.273e+00
8.010e-01,9.904e-01,1.012e+00
7.735e-01,1.157e+00,9.090e-01
7.162e-01,9.056e-01,7.250e-01
4.827e-01,6.191e-01,5.296e-01
4.301e-01,7.784e-01,5.995e-01
5.737e-01,9.037e-01,7.112e-01
4.381e-01,8.066e-01,6.414e-01
5.343e-01,7.177e-01,7.021e-01
5.405e-01,7.348e-01,5.956e-01
4.367e-01,6.816e-01,5.849e-01
4.472e-01,7.021e-01,6.013e-01
2.471e-01,4.678e-01,3.369e-01
3.592e-01,6.091e-01,4.500e-01
4.601e-01,8.873e-01,6.837e-01
3.815e-01,7.770e-01,7.078e-01
4.707e-01,8.359e-01,6.492e-01
3.046e-01,7.406e-01,5.009e-01
4.406e-01,8.485e-01,6.910e-01
3.329e-01,6.422e-01,5.668e-01
2.679e-01,5.730e-01,4.447e-01
3.552e-01,6.431e-01,5.451e-01
4.841e-01,8.589e-01,6.386e-01
2.925e-01,6.723e-01,3.609e-01
3.143e-01,5.989e-01,3.950e-01
4.159e-01,7.871e-01,5.537e-01
3.364e-01,7.040e-01,5.214e-01
2.296e-01,6.792e-01,4.675e-01
3.822e-01,5.480e-01,4.121e-01
4.515e-01,7.219e-01,5.884e-01
3.041e-01,6.930e-01,5.238e-01
2.304e-01,5.590e-01,4.336e-01
3.610e-01,6.896e-01,5.211e-01
2.057e-01,5.509e-01,4.116e-01
3.233e-01,6.306e-01,4.260e-01
2.831e-01,5.486e-01,4.445e-01
1.557e-01,5.318e-01,3.612e-01
2.390e-01,4.922e-01,3.709e-01
3.561e-01,7.519e-01,5.347e-01
2.583e-01,5.389e-01,3.306e-01
3.115e-01,5.997e-01,4.766e-01
2.717e-01,6.074e-01,3.619e-01
4.151e-01,6.212e-01,5.799e-01
2.830e-01,5.320e-01,4.277e-01
1.234e-01,5.243e-01,2.867e-01
3.169e-01,6.211e-01,5.095e-01
2.307e-01,4.319e-01,3.519e-01
2.930e-01,7.261e-01,5.152e-01
2.728e-01,6.078e-01,4.393e-01
1.916e-01,5.830e-01,3.890e-01
1.397e-01,4.065e-01,3.016e-01
2.849e-01,6.353e-01,4.224e-01
1.850e-01,4.903e-01,3.879e-01
1.704e-01,4.396e-01,2.875e-01
2.293e-01,5.695e-01,4.206e-01
3.209e-01,5.911e-01,4.678e-01
1.914e-01,4.780e-01,3.496e-01
1.632e-01,6.114e-01,2.950e-01
2.589e-01,4.211e-01,3.336e-01
2.126e-01,7.195e-01,4.476e-01
2.265e-01,3.693e-01,3.883e-01
1.813e-01,3.882e-01,3.039e-01
3.565e-01,5.949e-01,4.292e-01
2.029e-01,5.479e-01,3.295e-01
2.485e-01,5.925e-01,4.183e-01
2.087e-01,4.065e-01,3.260e-01
2.563e-01,7.221e-01,4.346e-01
2.447e-01,4.687e-01,3.771e-01
2.325e-01,5.540e-01,4.901e-01
1.984e-01,5.412e-01,3.549e-01
1.721e-01,5.136e-01,2.450e-01
2.836e-01,5.722e-01,3.589e-01
1.264e-01,4.791e-01,3.325e-01
